,Trasformer,LSTM,Ours
0,504.8008117675781,480.7481689453125,522.8460083007812
1,504.8008117675781,481.0899963378906,522.999755859375
2,504.8008219401042,481.3284912109375,523.0189208984375
3,504.8008117675781,481.455078125,523.0247802734375
4,504.800830078125,481.569140625,522.9712890625
5,504.8008219401042,481.6688232421875,522.9291585286459
6,504.80081612723217,481.75254603794644,522.9513113839286
7,504.8008117675781,481.75823974609375,522.9630126953125
8,504.80083550347223,481.86669921875,522.9848090277778
9,504.800830078125,481.886181640625,522.98818359375
10,504.80082563920456,481.93612393465907,522.9733220880681
11,504.8008219401042,481.950927734375,522.9293619791666
12,504.80081881009613,481.98354867788464,522.8965970552885
13,504.80081612723217,481.99051339285717,522.8698381696429
14,504.8008138020833,482.0273763020833,522.86298828125
15,504.8008117675781,482.042236328125,522.847412109375
16,504.8008386948529,482.05847886029414,522.8318589154412
17,504.80083550347223,482.07709418402777,522.8200412326389
18,504.8008326480263,482.0990953947368,522.8029913651316
19,504.800830078125,482.118505859375,522.78154296875
20,504.8008277529762,482.1586681547619,523.10546875
21,504.80082563920456,482.23801491477275,523.4082475142045
22,504.8008237092391,482.35011888586956,523.6841457201087
23,504.8008219401042,482.5215657552083,523.9379069010416
24,504.8008203125,482.6419921875,524.1683203125
25,504.80081881009613,482.7258488581731,524.38134765625
26,504.80081741898147,482.8321759259259,524.5803313078703
27,504.80081612723217,482.9127720424107,524.7657296316964
28,504.80081492456895,482.99047009698273,524.9389143318965
29,504.8008138020833,483.0615234375,525.1007486979166
30,504.8008138020833,483.2138346354167,525.3585286458333
31,504.8008138020833,483.33636067708335,525.5845703125
32,504.8008138020833,483.44951171875,525.8102864583333
33,504.8008138020833,483.54694010416665,526.0364583333334
34,504.8008138020833,483.62994791666665,526.2721354166666
35,504.8008138020833,483.67848307291666,526.50966796875
36,504.8008138020833,483.6955078125,526.7348958333333
37,504.8008138020833,483.70403645833335,526.9599934895833
38,504.8008138020833,483.70618489583336,527.1803059895833
39,504.8008138020833,483.73994140625,527.4037434895833
40,504.8008138020833,483.85458984375,527.6343098958333
41,504.8008138020833,483.9907552083333,527.8765625
42,504.8008138020833,484.1219075520833,528.11689453125
43,504.8008138020833,484.2537109375,528.4041666666667
44,504.8008138020833,484.3771484375,528.68515625
45,504.8008138020833,484.49860026041665,528.9708658854166
46,504.8008138020833,484.62102864583335,529.2572265625
47,504.8008138020833,484.73395182291665,529.5485677083333
48,504.8008138020833,484.9718424479167,529.8587565104167
49,504.8008138020833,485.32353515625,530.1737955729167
50,504.8008138020833,485.42669270833335,529.9738606770833
51,504.8008138020833,485.499609375,529.7621744791667
52,504.8008138020833,485.5333658854167,529.5518229166667
53,504.8008138020833,485.5279947916667,529.3378255208333
54,504.8008138020833,485.5457356770833,529.1228190104167
55,504.8008138020833,485.57001953125,528.8970703125
56,504.8008138020833,485.5784505208333,528.66845703125
57,504.8008138020833,485.5962890625,528.4415690104166
58,504.8008138020833,485.61705729166664,528.2142252604167
59,504.8008138020833,485.6373697916667,527.9794921875
60,504.8008138020833,485.67151692708336,527.7666666666667
61,504.8008138020833,485.7111002604167,527.5393880208334
62,504.8008138020833,485.75231119791664,527.30546875
63,504.8008138020833,485.810546875,527.0878255208333
64,504.8008138020833,485.88125,526.8704752604167
65,504.8008138020833,485.9801432291667,526.65546875
66,504.8008138020833,486.1040364583333,526.4300130208334
67,504.8008138020833,486.2362955729167,526.2023111979166
68,504.8008138020833,486.36142578125,525.9675455729167
69,504.8008138020833,486.4526692708333,525.7342447916667
70,504.8008138020833,486.46318359375,525.49853515625
71,504.8008138020833,486.46197916666665,525.2888020833333
72,504.8008138020833,486.4615885416667,525.07724609375
73,504.8008138020833,486.45579427083334,524.8031575520833
74,504.8008138020833,486.44814453125,524.5285481770833
75,504.8008138020833,486.43968098958334,524.2478841145834
76,504.8008138020833,486.4316080729167,523.9862955729167
77,504.8008138020833,486.42747395833334,523.70673828125
78,504.8008138020833,486.30149739583334,523.4242513020833
79,504.8008138020833,486.060546875,523.13984375
80,504.8008138020833,486.0419596354167,523.1328125
81,504.8008138020833,486.0248046875,523.12802734375
82,504.8008138020833,486.00891927083336,523.12080078125
83,504.8008138020833,485.99876302083334,523.11845703125
84,504.8008138020833,485.98681640625,523.0934244791666
85,504.8008138020833,485.97669270833336,523.09541015625
86,504.8008138020833,485.9732421875,523.1083333333333
87,504.8008138020833,485.96259765625,523.1149088541666
88,504.8008138020833,485.9513346354167,523.1018229166667
89,504.8008138020833,485.9492513020833,523.1173502604166
90,504.8008138020833,485.9443684895833,523.1132161458333
91,504.8008138020833,485.94228515625,523.1056640625
92,504.8008138020833,485.94544270833336,523.1125
93,504.8008138020833,485.94928385416665,523.1088541666667
94,504.8008138020833,485.9498697916667,523.0819010416667
95,504.8008138020833,485.9455078125,523.0563802083333
96,504.8008138020833,485.9446614583333,523.0628255208334
97,504.8008138020833,485.94983723958336,523.0754231770833
98,504.8008138020833,485.95888671875,523.07998046875
99,504.8008138020833,485.96673177083335,523.0755208333334
100,504.8008138020833,485.97998046875,523.0836588541666
101,504.8008138020833,485.99150390625,523.0798828125
102,504.8008138020833,486.00481770833335,523.07451171875
103,504.8008138020833,486.02190755208335,523.0787760416666
104,504.8008138020833,486.0443359375,523.090234375
105,504.8008138020833,486.06884765625,523.10712890625
106,504.8008138020833,486.09352213541666,523.10107421875
107,504.8008138020833,486.12275390625,523.0865559895833
108,504.8008138020833,486.15517578125,523.07939453125
109,504.8008138020833,486.19052734375,523.0736979166667
110,504.8008138020833,486.2279947916667,523.06923828125
111,504.8008138020833,486.26682942708334,523.0591145833333
112,504.8008138020833,486.3080729166667,523.0492838541667
113,504.8008138020833,486.34765625,523.0209309895833
114,504.8008138020833,486.38841145833334,523.0148111979166
115,504.8008138020833,486.4353841145833,523.0172526041666
116,504.8008138020833,486.4754231770833,523.01259765625
117,504.8008138020833,486.5128580729167,523.0075520833333
118,504.8008138020833,486.55384114583336,523.0231119791666
119,504.8008138020833,486.5900065104167,523.0199869791667
120,504.8008138020833,486.62506510416665,523.0102213541667
121,504.8008138020833,486.66510416666665,523.0114908854167
122,504.8008138020833,486.70826822916666,522.8803059895833
123,504.8008138020833,486.69287109375,522.7483723958334
124,504.8008138020833,486.61595052083334,522.64541015625
125,504.8008138020833,486.48082682291664,522.5305013020833
126,504.8008138020833,486.28684895833334,522.3911783854167
127,504.8008138020833,486.0522786458333,522.2482747395833
128,504.8008138020833,485.79658203125,522.12353515625
129,504.8008138020833,485.52415364583334,522.00107421875
130,504.8008138020833,485.23639322916665,521.86923828125
131,504.8008138020833,484.94817708333335,521.73466796875
132,504.8008138020833,484.66197916666664,521.6045572916667
133,504.8008138020833,484.37216796875,521.47353515625
134,504.8008138020833,484.0777994791667,521.3351888020833
135,504.8008138020833,483.78636067708334,521.1984700520833
136,504.8008138020833,483.4994791666667,521.0673502604167
137,504.8008138020833,483.2086588541667,520.9536458333333
138,504.8008138020833,482.92096354166665,520.8276692708333
139,504.8008138020833,482.6359049479167,520.6954427083333
140,504.8008138020833,482.35735677083335,520.5646158854166
141,504.8008138020833,482.0784505208333,520.4351236979167
142,504.8008138020833,481.79554036458336,520.30390625
143,504.8008138020833,481.5160807291667,520.1962239583333
144,504.8008138020833,481.2403971354167,520.0884114583333
145,504.8008138020833,480.96533203125,519.95791015625
146,504.8008138020833,480.69957682291664,519.8212239583333
147,504.8008138020833,480.43157552083335,519.6837890625
148,504.8008138020833,480.1731770833333,519.5430989583333
149,504.8008138020833,479.88987630208334,519.3987955729167
150,504.8008138020833,479.58899739583336,519.253515625
151,504.8008138020833,479.2920247395833,518.7709635416667
152,504.8008138020833,478.9925130208333,518.451953125
153,504.8008138020833,478.73899739583334,518.1342122395833
154,504.8008138020833,478.5387369791667,517.8057942708333
155,504.8008138020833,478.388671875,517.4747395833333
156,504.8008138020833,478.28688151041666,517.1539388020833
157,504.8008138020833,478.2173828125,516.82861328125
158,504.8008138020833,478.16712239583336,516.4970703125
159,504.8008138020833,478.1417643229167,516.19169921875
160,504.8008138020833,478.13391927083336,515.8514322916667
161,504.8008138020833,478.123828125,515.49921875
162,504.8008138020833,478.1025065104167,515.17041015625
163,504.8008138020833,478.06962890625,514.8459635416667
164,504.8008138020833,478.0642578125,514.55498046875
165,504.8008138020833,478.0638020833333,514.26083984375
166,504.8008138020833,478.0674153645833,513.94833984375
167,504.8008138020833,478.06139322916664,513.64033203125
168,504.8008138020833,478.05302734375,513.3427734375
169,504.8008138020833,478.0427734375,513.00537109375
170,504.8008138020833,478.02607421875,512.6838541666667
171,504.8008138020833,478.00576171875,512.290234375
172,504.8008138020833,477.97776692708334,511.9029296875
173,504.8008138020833,477.9459635416667,511.51184895833336
174,504.8008138020833,477.9162109375,511.1168619791667
175,504.8008138020833,477.8775390625,510.7295247395833
176,504.8008138020833,477.8323567708333,510.3412760416667
177,504.8008138020833,477.80198567708334,509.9609049479167
178,504.8008138020833,477.79541015625,509.58369140625
179,504.8008138020833,477.8206380208333,509.16435546875
180,504.8008138020833,477.7827473958333,508.74322916666665
181,504.8008138020833,477.7386067708333,508.62379557291666
182,504.8008138020833,477.6940104166667,508.47190755208334
183,504.8008138020833,477.6531575520833,508.31240234375
184,504.8008138020833,477.6275390625,508.16236979166666
185,504.8008138020833,477.6139322916667,508.0349609375
186,504.8008138020833,477.6038411458333,507.89921875
187,504.8008138020833,477.58876953125,507.762890625
188,504.8008138020833,477.56774088541664,507.63512369791664
189,504.8008138020833,477.52880859375,507.4767252604167
190,504.8008138020833,477.4913736979167,507.34361979166664
191,504.8008138020833,477.46904296875,507.2065755208333
192,504.8008138020833,477.50397135416665,507.07337239583336
193,504.8008138020833,477.55315755208335,506.9349609375
194,504.8008138020833,477.5766927083333,506.7666015625
195,504.8008138020833,477.52220052083334,506.588671875
196,504.8008138020833,477.50950520833334,506.52470703125
197,504.8008138020833,477.5063802083333,506.44622395833335
198,504.8008138020833,477.4904296875,506.3584309895833
199,504.8008138020833,477.46022135416666,506.30266927083335
200,504.8008138020833,477.43121744791665,506.2256184895833
201,504.8008138020833,477.409765625,506.22369791666665
202,504.8008138020833,477.40247395833336,506.22734375
203,504.8008138020833,477.40048828125,506.2173828125
204,504.8008138020833,477.45087890625,506.5404296875
205,504.8008138020833,477.4941731770833,506.82493489583334
206,504.8008138020833,477.5343424479167,507.11468098958335
207,504.8008138020833,477.55908203125,507.4026692708333
208,504.8008138020833,477.54860026041666,507.69085286458335
209,504.8008138020833,477.5318359375,508.02024739583334
210,504.8008138020833,477.6033528645833,508.3593424479167
211,504.8008138020833,477.68092447916666,508.70416666666665
212,504.8008138020833,477.76061197916664,509.06813151041666
213,504.8008138020833,477.8466471354167,509.44244791666665
214,504.8008138020833,477.9293619791667,509.81256510416665
215,504.8008138020833,478.0086263020833,510.17115885416666
216,504.8008138020833,478.0872395833333,510.5322265625
217,504.8008138020833,478.1767252604167,510.89733072916664
218,504.8008138020833,478.28310546875,511.2566731770833
219,504.8008138020833,478.40436197916665,511.6255859375
220,504.8008138020833,478.5203450520833,511.998046875
221,504.8008138020833,478.6326497395833,512.3779947916667
222,504.8008138020833,478.69720052083335,512.7315755208333
223,504.8008138020833,478.76686197916666,513.0875651041666
224,504.8008138020833,478.83356119791665,513.4464518229166
225,504.8008138020833,478.9765950520833,513.8124348958333
226,504.8008138020833,479.06630859375,514.0879557291667
227,504.8008138020833,479.1643880208333,514.3681966145833
228,504.8008138020833,479.27356770833336,514.6416666666667
229,504.8008138020833,479.40309244791666,514.9213216145833
230,504.8008138020833,479.52740885416665,515.2091145833333
231,504.8008138020833,479.64977213541664,515.4897135416667
232,504.8008138020833,479.80546875,515.76416015625
233,504.8008138020833,480.00745442708336,516.0408528645834
234,504.8008138020833,480.05888671875,515.7294921875
235,504.8008138020833,480.133203125,515.4473307291667
236,504.8008138020833,480.2182942708333,515.1763997395833
237,504.8008138020833,480.31513671875,514.9018229166667
238,504.8008138020833,480.4153645833333,514.6240559895833
239,504.8008138020833,480.50543619791665,514.3438151041667
240,504.8008138020833,480.5859049479167,514.0621744791666
241,504.8008138020833,480.66090494791666,513.77431640625
